label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Pataka,0.4784351587295532,0.8495850563049316,2.926144304638001e-07,0.4116966724395752,0.7844569683074951,-0.033957015722990036,0.36206409335136414,0.6878724694252014,-0.05848919600248337,0.33915436267852783,0.5967960357666016,-0.08216498047113419,0.3646009564399719,0.5745161175727844,-0.10394150763750076,0.40480726957321167,0.4677131772041321,-0.01745784282684326,0.4035102427005768,0.32626277208328247,-0.04173990339040756,0.4032931923866272,0.24278616905212402,-0.06668592244386673,0.40656590461730957,0.16393625736236572,-0.08760017901659012,0.4475803077220917,0.45768865942955017,-0.02016521990299225,0.4411165118217468,0.2994127869606018,-0.039239246398210526,0.43883877992630005,0.2015657126903534,-0.059857528656721115,0.4370179772377014,0.10205855965614319,-0.07666025310754776,0.4882698357105255,0.4823715388774872,-0.028368191793560982,0.48071667551994324,0.33142906427383423,-0.04522334411740303,0.4770917296409607,0.23897001147270203,-0.059364210814237595,0.47146740555763245,0.1520926058292389,-0.07051939517259598,0.5314610600471497,0.5377119183540344,-0.04085148125886917,0.5237013697624207,0.41820138692855835,-0.0563071146607399,0.5150656700134277,0.34120598435401917,-0.06426363438367844,0.5072794556617737,0.2662949860095978,-0.07015185803174973
Pataka,0.43802767992019653,0.7709610462188721,3.0062994937907206e-07,0.3858911991119385,0.7193678021430969,-0.018832238391041756,0.35597753524780273,0.6207031011581421,-0.033001553267240524,0.34280839562416077,0.5547352433204651,-0.048398397862911224,0.3457423448562622,0.5195743441581726,-0.06421296298503876,0.387290894985199,0.43500328063964844,-0.014981867745518684,0.38798269629478455,0.2973281443119049,-0.0378471203148365,0.38923922181129456,0.2117588222026825,-0.058044157922267914,0.39320847392082214,0.13814112544059753,-0.07369577884674072,0.4182654917240143,0.4344923794269562,-0.023408330976963043,0.4126039743423462,0.28188639879226685,-0.045349474996328354,0.41354185342788696,0.18022608757019043,-0.06608019024133682,0.41687116026878357,0.08530807495117188,-0.08101175725460052,0.44917458295822144,0.4608764052391052,-0.03515743464231491,0.44626784324645996,0.31423479318618774,-0.055484022945165634,0.44673097133636475,0.21965284645557404,-0.07204252481460571,0.4474993944168091,0.13401871919631958,-0.08313271403312683,0.4818612337112427,0.5122255086898804,-0.04908442869782448,0.4777349829673767,0.3939386308193207,-0.06784982234239578,0.47272780537605286,0.31375783681869507,-0.07829932868480682,0.469801127910614,0.23643721640110016,-0.08504365384578705
Pataka,0.4499376714229584,0.7751705646514893,2.2938560562124621e-07,0.3957015872001648,0.718498706817627,-0.018716754391789436,0.3609660565853119,0.6232556104660034,-0.03297148272395134,0.34559181332588196,0.5532422065734863,-0.04854707047343254,0.3533492684364319,0.5252734422683716,-0.06447521597146988,0.3930201530456543,0.43665528297424316,-0.012336647137999535,0.3925933837890625,0.30170756578445435,-0.033100761473178864,0.3936270773410797,0.22002077102661133,-0.05256101116538048,0.39754411578178406,0.14640077948570251,-0.0686490386724472,0.4281102120876312,0.4342474937438965,-0.020680628716945648,0.4219781160354614,0.2845302224159241,-0.0402863435447216,0.4211774170398712,0.18610873818397522,-0.06076208874583244,0.4229069650173187,0.08971431851387024,-0.07651802897453308,0.46199309825897217,0.46019214391708374,-0.03243356943130493,0.4582032561302185,0.31590116024017334,-0.05148421972990036,0.45681196451187134,0.22146078944206238,-0.06920156627893448,0.4550130367279053,0.1325998306274414,-0.08187513798475266,0.4976736903190613,0.512092113494873,-0.04620259627699852,0.49236738681793213,0.39685919880867004,-0.06433580815792084,0.487671434879303,0.31858938932418823,-0.07548846304416656,0.4850162863731384,0.24117222428321838,-0.08329936116933823
Pataka,0.46886521577835083,0.786270797252655,1.9670892470458057e-07,0.41250935196876526,0.7187823057174683,-0.028205718845129013,0.3754878044128418,0.623336911201477,-0.047925714403390884,0.3591732382774353,0.5493717789649963,-0.06758560985326767,0.37073642015457153,0.5205819010734558,-0.08671341091394424,0.41773420572280884,0.43485021591186523,-0.020479371771216393,0.4172349274158478,0.29836827516555786,-0.045751530677080154,0.41974911093711853,0.21711726486682892,-0.06906215101480484,0.42659619450569153,0.14209753274917603,-0.08788659423589706,0.4562495946884155,0.43228110671043396,-0.02504775859415531,0.451174795627594,0.28490251302719116,-0.047491274774074554,0.4509003162384033,0.1900888979434967,-0.06953182071447372,0.454172283411026,0.09364712238311768,-0.08678189665079117,0.49291369318962097,0.45883792638778687,-0.03405851498246193,0.48923128843307495,0.31862345337867737,-0.054672371596097946,0.4885726571083069,0.2292023003101349,-0.07197210937738419,0.48710885643959045,0.1442757248878479,-0.08449901640415192,0.5302951335906982,0.5120108127593994,-0.046299420297145844,0.5258917212486267,0.4013214707374573,-0.0643339529633522,0.5209966897964478,0.3275409936904907,-0.07474058866500854,0.5168933868408203,0.25422826409339905,-0.08222073316574097
Pataka,0.48017728328704834,0.7793372869491577,2.370898641856911e-07,0.42155876755714417,0.7249395847320557,-0.03728742524981499,0.3783836364746094,0.6389407515525818,-0.06252515316009521,0.36409080028533936,0.5579369068145752,-0.0854831114411354,0.3846661448478699,0.5260177254676819,-0.10663136839866638,0.4250083863735199,0.4392376244068146,-0.02848883718252182,0.42396003007888794,0.30362603068351746,-0.05479133874177933,0.42412206530570984,0.2228953242301941,-0.07887649536132812,0.4277389645576477,0.14889869093894958,-0.0982135608792305,0.46498575806617737,0.43280720710754395,-0.028336990624666214,0.4602643549442291,0.2860219478607178,-0.05059002339839935,0.4582041800022125,0.19144317507743835,-0.07218543440103531,0.4576806426048279,0.09586527943611145,-0.08924568444490433,0.500963032245636,0.45617368817329407,-0.03327946737408638,0.4977641999721527,0.3159831166267395,-0.05304360389709473,0.4955587089061737,0.22833393514156342,-0.06934216618537903,0.4914499819278717,0.14594167470932007,-0.08139348030090332,0.537949800491333,0.5057257413864136,-0.04223740100860596,0.5345264673233032,0.3960733413696289,-0.060139063745737076,0.5289429426193237,0.3251904547214508,-0.07072775810956955,0.5231959819793701,0.2555190324783325,-0.07811363786458969
Pataka,0.4650326073169708,0.7419872283935547,2.464417718783807e-07,0.41083720326423645,0.6934013366699219,-0.03796398267149925,0.373370498418808,0.6150468587875366,-0.06372976303100586,0.37178048491477966,0.5375364422798157,-0.08691330254077911,0.40450572967529297,0.5117575526237488,-0.10802062600851059,0.42358464002609253,0.429015189409256,-0.03028266690671444,0.4286327660083771,0.29853272438049316,-0.055437710136175156,0.428978830575943,0.2196292132139206,-0.07730542868375778,0.43098708987236023,0.14664050936698914,-0.09437645971775055,0.46116387844085693,0.4241534173488617,-0.028373245149850845,0.46234452724456787,0.28154510259628296,-0.04986784979701042,0.4613851010799408,0.18860164284706116,-0.06898907572031021,0.4607483744621277,0.09832999110221863,-0.08353471755981445,0.4929320812225342,0.44375574588775635,-0.03133796900510788,0.493183434009552,0.311413437128067,-0.049432314932346344,0.49089959263801575,0.22556523978710175,-0.06431648135185242,0.4867353141307831,0.14417758584022522,-0.07509240508079529,0.5256412029266357,0.4862099289894104,-0.03832460567355156,0.5245696902275085,0.3805990517139435,-0.0539976991713047,0.519072413444519,0.3138952851295471,-0.06354563683271408,0.5131955146789551,0.2488483339548111,-0.0700293555855751
Pataka,0.47208014130592346,0.7202969193458557,3.273301842909859e-07,0.4241017699241638,0.6858342885971069,-0.05265330150723457,0.3903735280036926,0.6212186813354492,-0.08285950124263763,0.3912578523159027,0.5507068037986755,-0.10661975294351578,0.4174273610115051,0.5109662413597107,-0.12707564234733582,0.4353712797164917,0.429320365190506,-0.04590906947851181,0.4359763264656067,0.298525333404541,-0.0708271786570549,0.4331267476081848,0.2196514904499054,-0.09167900681495667,0.43021443486213684,0.14924031496047974,-0.10721375793218613,0.4676542580127716,0.4202388823032379,-0.034103553742170334,0.4673682153224945,0.2811961770057678,-0.05613071098923683,0.463640421628952,0.189133882522583,-0.07436075806617737,0.4597811996936798,0.10608121752738953,-0.08752314746379852,0.4933847188949585,0.43646517395973206,-0.027608031406998634,0.4921494126319885,0.3105359673500061,-0.045679155737161636,0.488455206155777,0.22782723605632782,-0.0607200525701046,0.48306962847709656,0.15183424949645996,-0.07100600004196167,0.5190986394882202,0.4710403084754944,-0.02615135721862316,0.5195135474205017,0.374464213848114,-0.041140906512737274,0.5133684873580933,0.3117760717868805,-0.05125719681382179,0.5077450275421143,0.2507430911064148,-0.05795435979962349
Pataka,0.4482700526714325,0.7600119113922119,2.3837729656861484e-07,0.4038272500038147,0.7066880464553833,-0.030430465936660767,0.374687135219574,0.6179787516593933,-0.05168415606021881,0.36624184250831604,0.5432910919189453,-0.07145180553197861,0.38260579109191895,0.5373023152351379,-0.09116407483816147,0.4210548996925354,0.47123682498931885,-0.03012172505259514,0.4297323226928711,0.36012503504753113,-0.05452709272503853,0.4350344240665436,0.29057782888412476,-0.07577887922525406,0.44232359528541565,0.22773289680480957,-0.09310697764158249,0.4549240469932556,0.4749090373516083,-0.032424911856651306,0.461188405752182,0.35134172439575195,-0.05472571402788162,0.46670904755592346,0.27095675468444824,-0.07469841092824936,0.4730066657066345,0.18908736109733582,-0.09003045409917831,0.484921932220459,0.5047512054443359,-0.03846346586942673,0.4915527105331421,0.3867642283439636,-0.059178389608860016,0.49632230401039124,0.31265366077423096,-0.0753355622291565,0.49919772148132324,0.24211269617080688,-0.08674372732639313,0.5140351057052612,0.5559937357902527,-0.04756314679980278,0.5174071192741394,0.46212470531463623,-0.06632247567176819,0.5169904828071594,0.40076538920402527,-0.07741415500640869,0.5161523818969727,0.3407268226146698,-0.08520924299955368
Pataka,0.45384690165519714,0.6897772550582886,2.457074970152462e-07,0.4204257130622864,0.6227697134017944,-0.025040406733751297,0.40329569578170776,0.5328289270401001,-0.04543240740895271,0.3981308341026306,0.4689306914806366,-0.06462907046079636,0.4087798595428467,0.45802974700927734,-0.08512461185455322,0.4478185772895813,0.4257849156856537,-0.03914167359471321,0.46599432826042175,0.3179231882095337,-0.06600647419691086,0.47967657446861267,0.2516844570636749,-0.08642256259918213,0.494327187538147,0.19363746047019958,-0.10204381495714188,0.4772520363330841,0.44623804092407227,-0.044852517545223236,0.49472862482070923,0.3262728452682495,-0.06944450736045837,0.5087599754333496,0.25116491317749023,-0.08919587731361389,0.5246677994728088,0.17685800790786743,-0.10386844724416733,0.5020721554756165,0.4872834086418152,-0.052822012454271317,0.5192461013793945,0.3726457357406616,-0.0753970518708229,0.5317702293395996,0.3006775677204132,-0.09131204336881638,0.5436776876449585,0.23293738067150116,-0.10245703160762787,0.5246402025222778,0.5459873080253601,-0.06286376714706421,0.5368238687515259,0.45978984236717224,-0.08280181884765625,0.5441766381263733,0.4018299877643585,-0.09322039783000946,0.5518622994422913,0.34557005763053894,-0.10059921443462372
Pataka,0.4502698481082916,0.6331075429916382,2.5648915880083223e-07,0.4102838635444641,0.5903110504150391,-0.043183423578739166,0.3853198289871216,0.5223601460456848,-0.07096407562494278,0.38740354776382446,0.4693843722343445,-0.09418690204620361,0.4044623076915741,0.4618883728981018,-0.11767911165952682,0.4488827586174011,0.4194718599319458,-0.056638892740011215,0.471992164850235,0.3264003098011017,-0.08585639297962189,0.48959165811538696,0.26756054162979126,-0.10779307782649994,0.5067770481109619,0.2129877507686615,-0.12442344427108765,0.48352566361427307,0.4307571053504944,-0.05203379690647125,0.5094365477561951,0.3251973092556,-0.0778990164399147,0.5262939929962158,0.25990861654281616,-0.09652914851903915,0.5439517498016357,0.19225819408893585,-0.11123916506767273,0.5100112557411194,0.45847123861312866,-0.05106513574719429,0.5328683257102966,0.3622870147228241,-0.07396414875984192,0.5471376776695251,0.3023190498352051,-0.08789432048797607,0.5603927969932556,0.24262039363384247,-0.09817343950271606,0.5318527221679688,0.4998950958251953,-0.054064735770225525,0.5497809648513794,0.4266889989376068,-0.07334238290786743,0.5591439008712769,0.38213470578193665,-0.08338580280542374,0.5668594837188721,0.33652961254119873,-0.09096860885620117
